true_sound_class,true_azimuth,samples,class_acc,joint_at_5,joint_at_10,joint_at_20,mean_azimuth_abs_error
typing,55,12,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.6666666666666667
dog_bark,-80,12,0.9166666666666666,0.75,0.75,0.9166666666666666,2.5
dog_bark,-10,12,0.9166666666666666,0.75,0.8333333333333334,0.9166666666666666,5.416666666666667
dog_bark,5,12,0.9166666666666666,0.75,0.8333333333333334,0.9166666666666666,4.583333333333333
knock,-55,12,0.9166666666666666,0.75,0.9166666666666666,0.9166666666666666,1.6666666666666667
knock,-45,12,1.0,0.75,0.8333333333333334,0.9166666666666666,5.416666666666667
knock,-5,12,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,2.0833333333333335
knock,10,12,0.9166666666666666,0.75,0.9166666666666666,0.9166666666666666,2.0833333333333335
knock,15,12,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,2.9166666666666665
knock,80,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.0
running_water,-65,12,0.9166666666666666,0.5833333333333334,0.8333333333333334,0.9166666666666666,5.0
running_water,-30,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,2.0833333333333335
running_water,10,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.25
typing,-65,12,0.9166666666666666,0.6666666666666666,0.9166666666666666,0.9166666666666666,3.3333333333333335
typing,-45,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,10.833333333333334
typing,-15,12,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,3.3333333333333335
typing,0,12,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,2.0833333333333335
typing,10,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.6666666666666667
typing,15,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,3.3333333333333335
typing,65,12,0.9166666666666666,0.75,0.9166666666666666,0.9166666666666666,2.5
typing,80,12,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.25
dog_bark,40,12,1.0,0.9166666666666666,1.0,1.0,4.583333333333333
knock,45,12,1.0,0.75,1.0,1.0,3.3333333333333335
